Date,XLC Closing Price,XLC Log Return,XLC Volatility,XLY Closing Price,XLY Log Return,XLY Volatility,XLP Closing Price,XLP Log Return,XLP Volatility,XLE Closing Price,XLE Log Return,XLE Volatility,XLF Closing Price,XLF Log Return,XLF Volatility,XLV Closing Price,XLV Log Return,XLV Volatility,XLI Closing Price,XLI Log Return,XLI Volatility,XLK Closing Price,XLK Log Return,XLK Volatility,XLB Closing Price,XLB Log Return,XLB Volatility,XLRE Closing Price,XLRE Log Return,XLRE Volatility
2024-01-16,71.48865509033203,-0.005706215613782989,0.00623088850073716,85.25330352783203,-0.001150280588749474,0.007173345098952008,68.16483306884766,-0.005509668725469801,0.003561828367396492,37.55176544189453,-0.024115120797743413,0.014202636853017448,36.072471618652344,-0.006938933769960145,0.0034816224009428937,134.5666961669922,-0.005995960637839954,0.0038337237681788172,107.56765747070312,-0.010130434166862039,0.005505731379022894,94.99304962158203,0.002493683855856781,0.002727607979824317,39.54264450073242,-0.011570612441972826,0.005881393055889477,36.45547866821289,-0.006088421132369301,0.007059169660069959
2024-01-17,71.05030822753906,-0.006150574333659639,0.006904718050754197,84.50753021240234,-0.008786221140136025,0.0077971596406110925,68.11775207519531,-0.000690931940798912,0.003148042737854222,37.24003219604492,-0.008336075903832809,0.013390683651488206,36.00485610961914,-0.0018761941098199093,0.0031088728686346962,134.29696655273438,-0.002006442239307001,0.0038253375775123962,106.84071350097656,-0.006780954977818749,0.005901861299146345,94.52479553222656,-0.004941540379230647,0.004940462183969726,39.255027770996094,-0.007300165062213655,0.005000876439338404,35.78759765625,-0.018490354356441807,0.010050144184166485
2024-01-18,71.917236328125,0.012127769685142824,0.007926238453287555,84.98836517333984,0.005673721475401859,0.007010961894576668,68.03300476074219,-0.0012449042130594646,0.003102887733284303,37.17954635620117,-0.001625536030685869,0.013256571024177906,36.06282424926758,0.001608714249199505,0.0031157653075003107,134.27767944335938,-0.00014362568988317265,0.002288828891628113,108.28490447998047,0.013426691703018584,0.00904595577400283,96.44220733642578,0.020081754567868003,0.009158821053793018,39.379661560058594,0.0031699468641286977,0.006004014357533727,35.555686950683594,-0.006501285262808695,0.009374210429068348
2024-01-19,72.8913345336914,0.01345380170193929,0.009395297065841225,85.8077392578125,0.009594836758341756,0.009223619781728734,67.83531188964844,-0.002910067858069449,0.0031829383927687673,37.300514221191406,0.003248331712409331,0.01334439749948142,36.642452239990234,0.015944929971610552,0.008696199080045562,134.35479736328125,0.0005741518892809609,0.0025630556223003474,108.99244689941406,0.006512827185352472,0.009612239036742751,98.66522216796875,0.02278858412464254,0.012068086857748453,39.41801071166992,0.0009733575506348651,0.0063477137036977195,35.89890670776367,0.00960672726906648,0.011544696072589143
2024-01-22,73.03746795654297,0.0020028050556943097,0.009394384915114198,85.429931640625,-0.004412676582808943,0.007451098876879612,67.50577545166016,-0.004869727230469009,0.002133331275632414,37.440093994140625,0.00373504948783528,0.01152566586031155,36.81633758544922,0.004734237268173245,0.008582069157336985,134.94244384765625,0.004364303284215905,0.0037854019239242595,109.83570098876953,0.007707036516877698,0.010095168000070428,99.09898376464844,0.004386661278763468,0.011946805465167553,39.53305435180664,0.0029143044864050937,0.006684879400772579,36.06588363647461,0.004640525667034206,0.01093599320681562
2024-01-23,73.7582778930664,0.009820662384681584,0.00823112188603474,85.2238540649414,-0.002415155046247445,0.007528786504977339,68.24014282226562,0.01081983965675906,0.006144814615546917,37.519187927246094,0.002110318040180122,0.005023384571027249,36.87429428100586,0.0015729735527739085,0.006866058598706786,134.84608459472656,-0.0007143317589035368,0.00240172651323607,109.74848175048828,-0.0007944036931991203,0.007876122457732513,99.49822235107422,0.004020591548562333,0.011758159728073656,39.66248321533203,0.003268592719563969,0.004517573672158291,35.87107849121094,-0.005416009119348783,0.010898223225209867
2024-01-24,74.21610260009766,0.006187911263506593,0.0046573973905592895,84.9000473022461,-0.003806721467355064,0.006319672141990538,67.4021987915039,-0.012355355716331968,0.008383803434564244,38.05425262451172,0.014160362002188663,0.0058854756535182,37.01921081542969,0.003922312793909078,0.005973266616779532,133.61297607421875,-0.009186631210654437,0.00497713182753052,109.06998443603516,-0.006201482907445722,0.007679368837513311,100.18336486816406,0.0068623774016367415,0.009069804475145734,39.1255989074707,-0.013628777439536633,0.007309839774873278,35.37944412231445,-0.013800380783351779,0.00934826113080976
2024-01-25,75.4239730834961,0.016144027081884837,0.00563591045671154,83.8500747680664,-0.012444270512483317,0.007911273563431766,68.05184936523438,0.009592264887507109,0.009923490921925637,38.910343170166016,0.022247264369622342,0.008808209143916383,37.2027587890625,0.004945930397071401,0.0055964083437061865,133.41062927246094,-0.0015155726792542856,0.004954420037403484,110.11678314208984,0.009551732309244224,0.006630526037917416,100.60234832763672,0.0041734450220164915,0.008101462463831255,39.53784942626953,0.010481470154681368,0.008839043402157503,35.86180114746094,0.013541717145464717,0.011205887168115724
2024-01-26,75.6675033569336,0.003223616448339792,0.005708106874461737,84.23277282714844,0.0045536915379859,0.006057138111640879,68.3813705444336,0.004830521777166156,0.009948960678548334,39.19881057739258,0.007386297377130761,0.00830069578589461,37.338016510009766,0.003629097466556522,0.0013399748706038519,134.17173767089844,0.005688793770209487,0.005878757270140299,109.94232177734375,-0.0015855867573474295,0.006655420037380943,99.44400787353516,-0.011580849779784694,0.007444309643600638,39.5522346496582,0.00036376806815619704,0.00884028931038648,35.70411682128906,-0.004406694857537526,0.010466549737233643
2024-01-29,76.30066680908203,0.00833289122589382,0.004824334503023761,85.46427917480469,0.014514429720910795,0.010081622276510271,68.77681732177734,0.005766303553885491,0.009337134494606025,39.14297103881836,-0.0014255368432642634,0.009497744096605082,37.43461227416992,0.0025837213287046397,0.0012937924218045535,135.1158447265625,0.00701191577788484,0.00648846939431511,110.65956115722656,0.006502590980945565,0.006402228814938026,100.35589599609375,0.009128077006723927,0.008160002152601955,39.74877166748047,0.004956744670666086,0.009014814209560608,35.96384048461914,0.00724800343444218,0.010880127419194177
